"track_name","artist_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Goodbye","WENDY","2ogfEqGNv9LAzkPY6rjfsi",0.46,0.316,8,-6.366,1,0.0317,0.861,0,0.111,0.51,128.913,193933,4
"Swing Baby","Stella Jang","20WBfPR5n1QyD7MyJC2Vr3",0.794,0.401,7,-7.027,1,0.0331,0.763,0,0.101,0.459,120.014,191816,4
"Nothing to worry","1415","4NDLK1fsRnxT6EIYv2TMjI",0.518,0.315,0,-8.884,1,0.0305,0.862,6.23e-06,0.0915,0.226,131.999,304038,4
"Lean On Me 내게 기대","ACOURVE","30CK88ee0dOAJJhxTEDJhw",0.544,0.354,7,-6.545,1,0.0269,0.766,0,0.104,0.137,80.88,239459,4
"Beautiful Moment","K.Will","3SXg7A9M3pY2aWYdzQ0BMW",0.431,0.47,3,-6.849,1,0.0319,0.751,0,0.194,0.325,128.145,238863,4
"Mystic World","O.WHEN","2WV4Uw45aAFxv5oQMR0Dy2",0.559,0.408,1,-7.148,1,0.0276,0.54,3.99e-05,0.0955,0.268,125.832,270074,4
"Can’t Stop Thinkin’ About You","Ants","0FguxFaPNe9WVtiTswJCQF",0.824,0.65,2,-5.302,1,0.136,0.487,0,0.0628,0.573,92.056,193447,4
"Sweet Heart","OH MY GIRL BANHANA","7epNwgPw8FrM1zZBWLOplG",0.543,0.839,5,-3.123,1,0.0575,0.416,0,0.318,0.864,194,221136,4
"If you","Fromm","21H2M4jTnz1baOTY5C0cE5",0.404,0.0964,3,-12.3,1,0.0331,0.942,0,0.115,0.155,137.722,232272,4
"Anyone","South Club","3I0A4K557WctP3rXPOhw3Q",0.439,0.465,6,-5.342,1,0.0297,0.492,0,0.0878,0.175,152.926,236053,3
"Silence","SOYOU","15yj1nfzCHBwLEeXTxcPxw",0.391,0.354,3,-8.261,1,0.0319,0.753,0,0.103,0.197,82.502,209890,5
"파란 봄","AILEE","0KpXBGMi5TPHu8cJGWvNBb",0.54,0.535,1,-4.86,1,0.0301,0.459,0,0.154,0.216,131.99,251683,3
"너는 나의 봄이다","Sung Si Kyung","7Buev0tox4IQiIlh80Zern",0.406,0.365,4,-8.638,1,0.0304,0.771,1.71e-05,0.107,0.192,133.238,269247,4
"You Are Everything To Me","Joohee","44pyId5wkj5QFO4oMla7dp",0.404,0.617,5,-3.297,1,0.0343,0.855,9.33e-06,0.336,0.295,131.188,243667,4
"Run Away","Yi Sung Yol","3UtKoiEoW8P9irIXTtIk1m",0.683,0.666,9,-4.547,0,0.0351,0.14,2.19e-06,0.275,0.62,112.979,243320,4
"Hold My Hand 손을 꼭 잡아","Bily Acoustie","2YUQAAQOm8C4QI88TZFqrJ",0.503,0.366,9,-7.748,1,0.0311,0.854,0,0.113,0.264,135.983,220358,4
"One Day","KIM MIN SEUNG","1HaOaDNfC9O5gwOKN8Gbvs",0.619,0.361,7,-7.406,1,0.0406,0.836,0,0.371,0.802,146.098,196401,4
"Blue (feat. DinDin)","Shannon","3PgsmEs0B0jD1Hc7XNCkJk",0.668,0.72,7,-3.776,0,0.0586,0.302,0,0.319,0.455,104.992,210595,4
"Shiny Day","saera","6hWGO8O7yWfhuE9pL5j5y4",0.537,0.336,10,-7.447,1,0.0319,0.903,0.00234,0.126,0.338,123.763,225369,4
"I Just Set It Up","Vincent","3WLRhG2vFaNb3b3sj6Ri8J",0.68,0.86,0,-3.073,1,0.12,0.251,0,0.115,0.819,104.989,227846,4
"Dream Me","JOY","1JFG0pN0UmQ3mxrd3b3eJO",0.57,0.729,0,-4.506,0,0.0442,0.432,0,0.231,0.294,135.873,203664,4
"순애보","Jung In","2tjhIpkZg3BCNWpgZZnfhO",0.492,0.293,4,-7.001,0,0.0285,0.915,0.00069,0.107,0.287,71.936,249579,4
"하나부터 열까지","SBGB","1RWAXrVCKvdYLs7hq1cyn4",0.677,0.627,1,-3.778,1,0.0335,0.73,0,0.0973,0.624,93.942,216700,4
"Somewhere","O3ohn","3qHyOmZW0qBXEiwZG6bdGF",0.429,0.355,5,-7.189,0,0.0289,0.858,0.000112,0.0983,0.0789,148.066,175541,4
"FANCY","TWICE","60zxdAqWtdDu0vYsbXViA7",0.699,0.866,5,-2.138,0,0.0446,0.0132,0,0.648,0.795,132.023,213886,4
"As You Know","J_ust","0i28ygiBZomLVQHG2OgB4F",0.402,0.33,11,-6.489,1,0.0259,0.617,0,0.201,0.225,78.034,240733,3
"달라달라 (DALLA DALLA)","ITZY","0GU5GuJQQEnnREO2FxnVPT",0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998,199874,4
"Boy With Luv (feat. Halsey)","BTS","5KawlOMHjWeUjQtnuRs22c",0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4
"Mikrokosmos","BTS","5hnbE5BF2e8BCk9OMR1UVC",0.58,0.858,8,-5.212,1,0.114,0.125,0,0.0502,0.475,174.039,224225,3
"Bomb Bomb","KARD","2U6RSyXFnDVNYoD9iUgi09",0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,0.882,102.987,163509,4
"TWIT","HWASA","6qyz1KOlGJsKYJ4ZsRmRSD",0.679,0.813,5,-3.367,0,0.199,0.122,2.83e-06,0.263,0.584,136.067,190786,4
"Love Shot","EXO","0yB4jrSwN0bFtFRDR5vyMj",0.689,0.678,5,-4.287,0,0.119,0.0702,0,0.0889,0.335,145.883,200306,4
"DDU-DU DDU-DU","BLACKPINK","2aI2k39nfa3KFsa4JclQzw",0.671,0.859,4,-3.922,0,0.0833,0.0313,0,0.267,0.39,139.931,209355,4
"Bad Boy","Red Velvet","5GKwq4sO5ZHKuWaDmdwMQc",0.714,0.736,2,-3.801,1,0.0457,0.191,0,0.0553,0.814,149.985,210818,4
"PIRI","Dreamcatcher","6vHyPhg8fgclBiY8QN68wp",0.507,0.869,2,-2.245,0,0.0594,0.18,0,0.474,0.507,170.043,206819,4
"No","CLC","3sygLAUhHsJsQ0cBk6fxRd",0.76,0.722,6,-4.429,0,0.0908,0.00785,0.000326,0.116,0.687,120.055,181976,4
"How Can I Do","Hui","2YQQqmo7gqJXi5TAO5Jq0r",0.632,0.896,0,-1.859,1,0.0332,0.207,0,0.0942,0.76,131.076,202408,4
"Told you so","Jeong Sewoon","0FujKlHMgQhY2nkEurbOBf",0.746,0.524,10,-6.63,0,0.0347,0.625,0,0.119,0.535,94.959,205665,4
"I'm Here","Yang Da Il","0aQBtbLSf71N6iM1PicM72",0.55,0.489,10,-6.587,1,0.0352,0.841,0,0.0986,0.252,135.881,229081,4
"Ordinary Days 일상","Kim Greem","6jUI1mW7TkKpMbKeKD0mhs",0.692,0.19,1,-11.313,1,0.033,0.886,5.74e-06,0.109,0.301,104.78,203255,4
"The First Love","MINSEO","46lIPdTa2AS4nGHZ2mv6ZG",0.403,0.349,2,-6.751,1,0.0359,0.907,0,0.131,0.305,130.426,215547,4
"Where We Go (From ""The Light in Your Eyes, Pt. 2"")","Harim","4V5EWoQkzVK47YuCsFg6VO",0.555,0.108,7,-12.162,1,0.0421,0.927,0,0.0927,0.554,125.765,196860,4
"Aalayki Mini Salam","Manel Hadli","01zDQiy5wSKqMKN64sCz35",0.478,0.433,5,-9.124,0,0.0264,0.634,0,0.0705,0.159,92.003,289000,4
"Mina","Wassila","1NlSMzJk1AV2KGx5HMzm1S",0.845,0.49,11,-6.014,0,0.0553,0.762,0,0.0955,0.708,107.019,240000,4
"The Beauty Inside (with 2morro)","Vincent","1xyblQGhZ3OTV6I2uIMOqg",0.718,0.467,4,-5.85,1,0.0325,0.528,0,0.169,0.364,126.918,194000,4
"You Make Me Warm","Jang Deok Cheol","2VwjBZAtlhkRIlMbudP3tc",0.331,0.46,0,-4.76,1,0.0301,0.584,1.42e-05,0.463,0.127,139.021,240340,4
"The End","Jung In","01ayuPEPP1RHAsp9qWEipF",0.511,0.557,3,-4.503,0,0.0292,0.216,0,0.101,0.259,78.133,228293,4
"My Love My Love My Love","Yoon Mirae","6GgFf1UVSQBskjn7afXsGB",0.621,0.491,6,-5.543,1,0.0458,0.392,0,0.113,0.234,127.802,228016,4
"이상해","Apink BnN","4rrPNIDVvHqpItthry2NHB",0.723,0.715,2,-4.436,1,0.0434,0.418,0,0.0987,0.724,122,198920,4
"Paramour (From Mr. Sunshine [Original Television Soundtrack], Pt. 13)","KIMSEJEONG","2gSBybVvuphoJHPw0nkHGF",0.48,0.0935,7,-11.735,1,0.0414,0.977,3.04e-05,0.136,0.19,131.1,233000,4
"One More Flight","Kevin Oh","6GwCwponGxjsWMFtXYQ6EK",0.48,0.498,11,-8.603,1,0.0279,0.107,0.000147,0.178,0.21,80.005,291991,4
"Confession of Night","Kim Young Geun","5he9KKU5NnbeVVoXJFqMgC",0.632,0.487,2,-6.058,1,0.0241,0.419,0,0.138,0.344,83.998,204263,4
"Home","Raina","5eaUySe6kAcDkftMVshOEm",0.533,0.495,0,-7.116,1,0.0525,0.838,0,0.109,0.149,119.579,279780,4
"Be your summer","Fromm","0kEx5bqd0gHBLqvSk8lpNo",0.401,0.369,8,-7.713,1,0.0312,0.886,0,0.185,0.262,136.534,239926,4
"단 한사람 (feat. 김찬호)","2LSON","4o8CcGioMoE3SQhQaVpAd4",0.436,0.392,7,-8.739,1,0.037,0.742,0,0.138,0.171,135.544,227401,4
"흔적","Beige","3ZeXbweJamqNYbWbgvfZgV",0.41,0.503,3,-5.083,0,0.0342,0.689,0,0.103,0.266,139.402,234979,4
"No Longer Mine","Roy Kim","5u2wX8wgzq5cEBZwQsdqoo",0.493,0.299,11,-9.683,1,0.03,0.877,5.33e-06,0.1,0.407,125.796,217017,4
"Gravity of love","Jung Joonil","0GS6vTsFt0tKlXLjfFCDYQ",0.72,0.282,1,-12.012,1,0.0593,0.824,0,0.104,0.201,100.086,278416,4
"그렇게 가슴은 뛴다","Gaho","0Yeoul6P3K80Y2NblA8r5f",0.546,0.745,4,-5.52,1,0.0384,0.489,0,0.103,0.235,97.957,252524,4
"Happy Moments","Mackelli","66ecgDoOndId5OjznlHoeJ",0.803,0.505,0,-4.98,1,0.0302,0.439,0,0.104,0.679,119.012,236747,4
"Victory","Kim Yeon Ji","3NDz0nhoTE2qU7uIeghhKu",0.633,0.815,10,-3.594,0,0.0616,0.0762,0,0.519,0.676,130.062,173760,4
"Dream of you","Kim Yeon Woo","3bXQF55kEWTAWo58D92Ly4",0.434,0.474,7,-6.734,1,0.0384,0.818,3.02e-05,0.277,0.178,68.861,222757,4
"You're On My Mind","Zitten","600HpFEk8EOPaMJri3BWCc",0.505,0.365,10,-6.649,1,0.0377,0.623,0,0.0573,0.319,123.553,251969,3
"그댄 아나요","SALTNPAPER","2QyWg4ksyBMWA6MvOi6Qc2",0.482,0.446,11,-7.302,0,0.0293,0.918,3.61e-06,0.146,0.181,139.99,228079,4
"어떨까 넌","CHEEZE","3BFNvmKRikXQavhE4lugbz",0.439,0.573,8,-4.544,1,0.0277,0.77,0,0.14,0.257,88.176,287510,4
"It's Okay","BTOB","4TPXKIuXg411bVMZPZdYZl",0.581,0.777,10,-4.74,1,0.0457,0.543,0,0.359,0.532,75.995,253187,4
"Day 1","K.Will","5TLAKCWzRqi9AY1NdCe0q0",0.667,0.836,4,-2.894,1,0.0454,0.284,0,0.23,0.891,107.984,205660,4
"Late Night","Loco","7GhxPuxjwAbKEiQFMP5Mxd",0.806,0.906,5,-2.719,1,0.0534,0.05,0.00087,0.0625,0.797,143.975,191667,4
"Short While Good Bye","M.C the Max","0zqmNSDYOmViYPnzkeB1An",0.312,0.237,7,-11.454,1,0.0356,0.91,0,0.165,0.295,74.408,296093,4
"April Fools (0401)","JAMIE","5RbrJFF5KbEbITIWa0cZZQ",0.689,0.732,6,-2.93,0,0.0487,0.525,0,0.1,0.546,96.977,198313,4
"I don't Know","Apink","5DM5iNhImOgjBW3c5OgYLn",0.627,0.841,5,-3.398,0,0.0287,0.0708,0,0.128,0.274,132.052,224160,4
"你要的愛(深夜版) - 電視劇「流星花園」插曲","Penny Tai","5OJb83nV3B5lo2fldAhWuR",0.463,0.332,5,-8.456,1,0.0322,0.827,1.3e-06,0.122,0.231,73.781,261164,1
"Back Around","90 Miles","1caTqvWIUlkpY122g17GIm",0.59,0.818,0,-7.688,0,0.0513,0.0213,0.000485,0.0809,0.171,120.288,185000,4
"情非得已","Harlem Yu","4KBegMBVyHsfC7fPOztTzV",0.686,0.48,9,-7.59,0,0.0241,0.436,0,0.0879,0.729,106.908,273960,4
"For You - 電視劇「流星花園」片頭曲","Dylan Wang","7EFnaP37eI94eTmwVgSv9k",0.616,0.498,7,-8.596,1,0.0297,0.204,0,0.187,0.777,161.806,211366,4
"Say Something","A Great Big World","6kRZfOZSuoi0Htg6gROKDz",0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,229573,3
"流星雨","F4","0U6rFNfrKdYd8IklLJpk1T",0.554,0.414,4,-9.968,1,0.027,0.142,0,0.0806,0.177,136.045,273717,4
"Anyone of Us (Stupid Mistake)","Gareth Gates","6C1L1lSSipVE0sEkkSQOKg",0.681,0.684,1,-7.417,1,0.0277,0.118,0,0.109,0.534,107.03,227473,4
"創造回憶","王鹤棣","5yr724UCSzArBNmiVwmLCH",0.509,0.61,4,-7.708,1,0.0305,0.102,0,0.118,0.505,156.049,316800,4
"非同小可","王鹤棣","5FJS1AvKlm717RLiQ1ixCL",0.819,0.712,11,-10.062,0,0.0448,0.0153,0,0.356,0.399,104.924,171226,4
"花背後的溫柔 - 電視劇「流星花園」插曲","官鴻","4LphURrVIbCZYAOlNOrViw",0.34,0.359,8,-10.519,1,0.0315,0.216,0,0.137,0.306,129.991,232215,4
"星星數流星","梁靖康","6ELvcJSNg0iHNrsZ9kJ7I9",0.659,0.589,9,-8.851,1,0.0351,0.342,0,0.183,0.648,135.994,206236,4
"想你想到快瘋了","吳希澤","34LtO7jZo2IXM6MkNljhQx",0.529,0.32,7,-11.12,1,0.0288,0.292,0,0.115,0.336,133.877,300419,4
"Out of My Head","Prefekt","3oeBaOmuWeNPjCVpWPjUvg",0.572,0.802,5,-5.286,0,0.0412,0.0125,0.000101,0.135,0.555,174.03,193103,4
"想都不用想 - 電視劇「流星花園」插曲","王鹤棣","15VaqLDUsFXpYDxOgpcStN",0.527,0.658,4,-7.941,1,0.0296,0.00791,1.04e-06,0.267,0.279,136.046,239926,4
"從來沒想到","王鹤棣","3XXEBRVpEj5HPu9sRWu6KU",0.744,0.641,0,-9.291,1,0.0492,0.568,0,0.117,0.569,99.944,219039,4
"Swipe, Delete","Venus","7rkcRqEg37gOceWjM2mO0I",0.878,0.484,1,-6.869,1,0.127,0.00471,0,0.0975,0.25,74.505,143440,4
"Psycho","metr","2tmOwjRr3ZzEPtwIgCoM0s",0.604,0.851,10,-7.593,0,0.0405,0.00136,0.000228,0.167,0.144,127.97,214224,4
"Posters","Nick Lopez","3bRtIoCPfYaP7rGbsw0hmd",0.575,0.662,1,-7.91,1,0.201,0.0912,2.39e-05,0.129,0.308,97.49,191020,4
"River","Bishop Briggs","3mRLHiSHYtC8Hk7bzZdUs1",0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,4
"Moonlight","Yo Trane","0B85thbtraLF3LrirsWMjR",0.63,0.436,9,-10.81,1,0.109,0.214,1.26e-06,0.126,0.0534,116.902,218213,4
"I Am That I Am","JUWAN","1Ug9CGzdc3wehhP35Ug59D",0.474,0.711,8,-5.345,0,0.073,0.201,0.00953,0.14,0.438,84.87,233794,4
"I Like It","Teenear","0IINZ1s9INKmKNg6FvR6jn",0.703,0.632,10,-6.597,0,0.288,0.0235,0,0.123,0.525,110.025,173118,4
"Broken","JulesXLa","5oXgvgoeqUxa7p7tpMbGuA",0.568,0.617,8,-4.429,0,0.0436,0.245,0,0.164,0.316,128.075,177408,4
"Get It And Dash","Shawn Smith","6zgRwja88xejAhepo8349G",0.787,0.695,1,-7.139,1,0.308,0.143,1.64e-05,0.312,0.449,77.488,186800,4
"Rushing 'Til The End","MiNDTRiX","4TVlgA6wgjmxlSq9HeU7s3",0.65,0.775,0,-5.736,1,0.0521,0.0391,0,0.156,0.5,100.037,197850,4
"Hard To Get","KUN","76EsDQYBWuwOSh8BBf8fIT",0.863,0.535,1,-8.456,1,0.128,0.118,0,0.0834,0.638,99.936,159600,4
"愛，存在","魏奇奇","5ujzXla4Duu88FPpfJM9xB",0.273,0.448,3,-9.648,1,0.0332,0.311,0,0.115,0.258,176.845,284195,4
"Flowers","Jacob Tillberg","1FvOiE8MGWB8MUCAPvro3h",0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013,4
"想你想到快瘋了","高雋雅","0NJBxZWLSBq8Mr6z102Sah",0.621,0.405,3,-11.264,1,0.0297,0.584,1.65e-06,0.109,0.184,133.98,250878,4
"The Garden","Manolo Rose","3e9c9PWOKeHgUBwZqqYa7B",0.714,0.635,3,-6.391,1,0.315,0.357,0,0.268,0.448,91.948,104440,4
"Stay the Same","Anthony Starble","4B4mBCWQXuaitZmfGRautw",0.653,0.585,7,-7.767,0,0.034,0.0482,0,0.14,0.34,139.972,203372,4
"Summertime Hobby","Lvma Black","3vcEMKZYSmiQGh7PnOgPco",0.726,0.664,0,-4.069,1,0.126,0.0372,1.22e-05,0.0683,0.394,173.978,191890,4
"Menace","Saint Punk","4oevshTkafh1sUhdKwmO6C",0.815,0.943,9,-1.724,1,0.098,0.0256,0.0112,0.292,0.472,124.98,201600,4
"Better Than You","Billy Wilkins","0vYddLFLDjUziYHLo4UZcw",0.785,0.698,4,-5.824,0,0.0309,0.0549,0,0.0992,0.854,104.968,185070,4
"情非得已","純音樂","6VcnUdBaYCnM9D4cs3fofC",0.487,0.208,0,-15.045,1,0.0685,0.954,0.894,0.117,0.664,208.04,282000,4
"It's You","Rique","0874CiZj1X2vZf7TtYTTPC",0.776,0.592,8,-7.507,0,0.0765,0.191,0.464,0.138,0.43,123.017,171707,4
"Live Is Life","Jacob Tillberg","1EbvsLzO0AU2m7az2USvKN",0.888,0.669,9,-2.892,0,0.0444,0.0519,0,0.221,0.5,107.993,180572,4
"Bother You","Ayo215","4Ea09rCeOgERaOmXNr44Ch",0.626,0.695,3,-6.045,0,0.0529,0.0744,0,0.138,0.454,159.908,228507,4
"I Just Wanna Say","Weisser Quiff","6zTfkjNNQKcGfjJa5cKTkq",0.669,0.8,3,-5.609,1,0.117,0.358,0,0.241,0.179,105.052,170310,4
"I See You","Prefekt","3DGxVxqfbHJArDbI3i5bXb",0.814,0.728,4,-5.44,0,0.0583,0.0242,0.0875,0.612,0.962,109.983,202364,4
"Three Trees","Jacob Tillberg","6NWq3JOKCQ21Av7y2q5RFb",0.672,0.628,6,-7.203,1,0.0856,0.192,0.587,0.333,0.159,60.045,185005,4
"Breezy","Tate Tucker","5806dHnFsv4FdGheAviDJU",0.645,0.528,9,-6.058,0,0.282,0.214,0.00664,0.113,0.728,90.519,270063,4
"Iris","Avenza","3dXPYSI6qUKXKahgHbuN30",0.668,0.758,11,-9.36,0,0.0823,0.121,0.624,0.332,0.0594,114.957,252429,4
"Sprung","Drama Relax","19hypawo16d8OwtnLiUUGM",0.766,0.578,1,-8.079,0,0.0619,0.348,1.06e-06,0.131,0.551,134.942,129676,4
"Forest","Clarv","0AJzNcYHsT92Iq32E4rqFS",0.709,0.737,1,-6.515,1,0.0359,0.0434,0.736,0.0951,0.707,125.073,180495,4
"你要的愛","純音樂","2JeI4GetCSFxhHmSDnc3nB",0.57,0.124,5,-19.031,1,0.0441,0.982,0.857,0.105,0.232,147.886,271613,4
"Vibes","Nasko","1DlF15dmvxiGFL2qkrY69q",0.309,0.921,7,-3.076,0,0.0993,0.01,0.896,0.101,0.254,150.008,225379,4
"Lift Off","Sammy Wilk","0NY4ByZpqIRWYyhdcwEnHq",0.576,0.688,6,-8.652,0,0.112,0.208,0,0.0707,0.283,155.025,179613,4
"Come Here","MAJ","4OtzEYvoUmDE7ovnorgCe2",0.947,0.477,4,-6.609,0,0.0728,0.574,0.000238,0.123,0.509,126.012,138893,4
"Yaw Yaw","F$O Dinero","0S6qeYFb4bgRrHzUoFiBEV",0.791,0.638,7,-6.143,1,0.292,0.00734,0,0.0694,0.31,118.007,126099,4
"Bring the Bag","Parker Polhill","03Z2tFN8Ki9uxTi7t9nUYn",0.89,0.501,8,-7.469,0,0.0835,0.0349,0.000119,0.168,0.53,125.029,191975,4
"Low Low","Kuda","0Mr2nNmm3OH8QAT5UGOLbA",0.81,0.652,8,-10.595,1,0.186,0.0943,0.000502,0.105,0.607,160.114,218250,4
"Sad Boy","Andersonn","3Sw3ADJ86IwMjkMfrJX44c",0.763,0.49,9,-7.543,1,0.0452,0.624,0.000443,0.147,0.548,180.036,210674,4
"Let You Go","WALWIN","6x9tZAjVe9L20ofvvo9afH",0.677,0.879,11,-4.361,1,0.0426,0.0184,0.000162,0.0768,0.725,112.026,170893,4
"We Should Tell the Truth","metr","3SR72eMiFDPIxMJc4587yN",0.808,0.364,7,-12.306,0,0.0753,0.0404,0.947,0.106,0.0484,105.036,267292,4
"Those Were The Days (feat. Jared Lee)","Midnight Kids","0n3G0FcRQRGMAqy0w01Ts3",0.51,0.64,1,-5.736,0,0.0382,0.137,0,0.137,0.195,120.027,200249,4
"Bounced Back","Haz","6v3kQvSRbnvniAQ5WM9B0f",0.717,0.767,6,-7.825,0,0.237,0.00617,0,0.512,0.697,164.849,110681,4
"Where Is the Love","Alex Martura","6dqpkvBfHtnBbGErSKnTHU",0.701,0.942,5,-2.253,1,0.241,0.159,0,0.113,0.57,123.878,183871,4
"Monday","Vtto","2zgSHgOyqKUjClD5t2oKnj",0.844,0.754,9,-3.949,0,0.0481,0.0746,0,0.205,0.883,141.996,157223,4
"I.D.C.4.U.","JUWAN","1zuZNcd1xHDBb9gxhDP072",0.638,0.825,7,-6.183,0,0.077,0.0774,4.84e-06,0.0645,0.421,103.961,235023,4
"What Can We Do","Rique","6IEg7XD10iwIKV5lRsKqD6",0.624,0.657,5,-7.636,0,0.134,0.0419,0,0.22,0.452,104.894,121143,4
"I Miss You","Jeff Slaugh","697MjF1454XKvZmTuqkWmD",0.52,0.789,0,-7.717,1,0.0433,0.00491,1.34e-05,0.0816,0.416,174.038,216347,4
"Remedy","The Gore Boyz","56DHHqIGMr0guBEr1lgvui",0.665,0.873,4,-5.475,0,0.098,0.115,0,0.108,0.769,170.997,173721,4
"Set Me Free","Hurshel","6EjeHiIgSP9XPA8eRGh3Kd",0.655,0.828,10,-4.256,1,0.0385,0.0756,0.000541,0.111,0.428,139.932,253714,4
"Pretty Bitches In The Trap (Extended Remix) (feat. Gucci Mane, Tokyo Jetz & Trouble)","Summerella","47Xo9wffi6F2BAUtvEz5kG",0.74,0.766,5,-4.727,1,0.225,0.0785,0,0.036,0.64,139.969,291613,4
"Nobody I Can Trust","Kemba","6A6SxytS6KWrbBsgmJcVuu",0.755,0.895,11,-3.125,0,0.34,0.193,0.0426,0.18,0.884,155.973,199973,4
"WYA, Pt. 2","Wifisfuneral","1WlVliTYUcQM5fcY6pbaaq",0.752,0.695,10,-6.35,0,0.291,0.303,0,0.102,0.558,120.02,181056,4
"Sck","Satchmo","4R7woxcadyvHR2p1VYyoFY",0.509,0.851,8,-8.562,0,0.0518,0.0499,0.774,0.286,0.505,149.981,258004,4
"Elevators","Renni Rucci","2yAQd3NnkcVLssHFPmMkvN",0.807,0.684,11,-6.513,0,0.34,0.00852,0,0.0654,0.399,190.699,145759,4
"Broward","F$O Dinero","08wb5b8q2kKhKKKpzdNO26",0.974,0.334,1,-7.216,1,0.538,0.18,0,0.107,0.148,119.965,135881,4
"Be There","Nasko","1ygUB9kcR9k5EOnc8bDvrO",0.539,0.909,1,-1.6,1,0.046,0.0114,0.0578,0.158,0.311,74.988,243200,4
"Wanted (feat. Chris Brown)","CRZY","2p9iTS90GpDrga0PT36DKW",0.608,0.715,6,-6.138,0,0.159,0.0235,0,0.0649,0.727,107.999,173150,4
"流星雨","純音樂","7KHGREsj8z04GKYYiHK420",0.603,0.129,4,-17.043,1,0.0367,0.983,0.919,0.109,0.132,128.005,274560,4
"Mixed Signals","Vtto","6UC6BjDpbKdhrF4usdTvzo",0.855,0.832,11,-5.761,0,0.0485,0.252,0,0.116,0.682,127.941,166925,4
"In Your Eyes","Rique","5YA1SWSc20kAzL5Dc0P0Tw",0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,240000,4
"Tri-State","Above & Beyond","35TLjgolZVn4NlnaMyWh3p",0.48,0.564,4,-11.452,0,0.0355,0.935,0.635,0.358,0.0389,136.048,251760,4
"1.0_2-oneincontrol.aiff","Mac Quayle","7a70wyEZ5XhS8MzTU9kIvn",0.25,0.0729,10,-20.533,0,0.0382,0.736,0.909,0.0746,0.0341,79.984,279749,4
"是夢吧(網劇<我們單純的小美好>片尾曲)","胡一天","06Iu5v6cPYTwNYVxTLseQb",0.531,0.389,11,-10.528,1,0.0319,0.596,0.00314,0.129,0.328,129.876,281615,4
"小幸运 (钢琴版)","Piano Mood 钢琴心情","7tLjtaURqeUWfccptrSKcM",0.657,0.323,0,-17.449,1,0.0653,0.987,0.848,0.106,0.364,78.999,262533,4
"别说没爱过 (钢琴版)","Piano Mood 钢琴心情","27rF9WTBRWwfL4SlOs4enZ",0.445,0.177,9,-16.251,0,0.0639,0.977,0.882,0.081,0.1,143.534,250653,4
"幸福的定義（電視劇《橙紅年代》插曲）","Ada Zhuang","6pik66vTItZoVLSuovmBvo",0.546,0.437,5,-7.215,1,0.0286,0.743,0,0.11,0.3,139.958,245582,4
"Airglow","Efence","0htBZY6Vii4sbeu6vXrUMe",0.639,0.646,7,-11.082,1,0.041,0.0516,0.791,0.106,0.387,89.997,221333,4
"Reflection","Magic Sword","4NVsu7stYzql63TtY78GvY",0.353,0.0817,1,-26.595,1,0.0388,0.558,0.874,0.275,0.0255,107.98,2e+05,4
"Liquid_Solidus","uberLAB","29YplJkvg0fC6vcQFbhDnk",0.447,0.409,0,-11.252,1,0.0317,0.267,0.899,0.0859,0.0552,181.958,215381,4
"Into Hell","Makeup And Vanity Set","6Ff94IpfE7QWF2z1Jp9MZb",0.605,0.454,5,-14.954,1,0.0402,0.79,0.881,0.056,0.0341,111.049,408787,4
"Shenanigans (feat. Yung Bans)","Jasiah","6Js9pKLTyVw7xZQ1MIjkVo",0.77,0.892,6,-4.724,1,0.22,0.137,0,0.109,0.84,91.123,138243,4
"Vice","Victoria Kühne","6o7LE4dejv48vvQRPqAQzw",0.609,0.469,0,-9.456,0,0.21,0.0961,0,0.168,0.18,78.875,190942,4
"Changing Weathers","F$O Dinero","2ymU2MeEmyBOYlUkYNq0zW",0.84,0.627,6,-4.047,0,0.211,0.332,0,0.0918,0.393,79.969,150166,4
"Shea Butter","Pardison Fontaine","1ihqApqxH7mSji2j3t4knV",0.927,0.561,8,-6.673,1,0.198,0.127,0,0.105,0.496,92.518,185461,4
"Is Watit Is","D. Weathers","54wZZSNjunE31nSZHSLObj",0.785,0.699,3,-4.323,0,0.226,0.0267,0,0.109,0.387,139.979,191109,4
"THRU THE NIGHT (feat. Bryson Tiller)","Jack Harlow","1XRaT5DqbSipsS1YcubfDA",0.88,0.58,5,-5.032,0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003,128409,4
"Bing","Cubby","16W2X0zqAvX6mykqwf1tg1",0.639,0.766,0,-7.015,1,0.157,0.0167,0,0.241,0.754,75.002,182719,4
