,train_losses,train_accuracy
0,0.7031551599502563,0.4000000059604645
1,0.6889165043830872,0.699999988079071
2,0.6806811690330505,0.6000000238418579
3,0.8515740633010864,0.30000001192092896
4,0.7519193291664124,0.30000001192092896
5,0.5630025863647461,0.800000011920929
6,0.6014282703399658,0.699999988079071
7,1.0089695453643799,0.30000001192092896
8,0.8114995956420898,0.5
9,1.0135390758514404,0.30000001192092896
10,0.8132659196853638,0.5
11,0.813271701335907,0.5
12,0.8132567405700684,0.5
13,0.7132623195648193,0.6000000238418579
14,0.413262277841568,0.9000000357627869
15,0.813259482383728,0.5
16,0.6132620573043823,0.699999988079071
17,0.6132616996765137,0.699999988079071
18,0.5132616758346558,0.800000011920929
19,0.7132617831230164,0.6000000238418579
20,0.5132609605789185,0.800000011920929
21,0.913261890411377,0.4000000059604645
22,0.8132600784301758,0.5
23,0.7132617831230164,0.6000000238418579
24,0.6132617592811584,0.699999988079071
25,0.913261890411377,0.4000000059604645
26,0.8132618069648743,0.5
27,0.41326165199279785,0.9000000357627869
28,0.813261866569519,0.5
29,0.7132617831230164,0.6000000238418579
30,0.6132618188858032,0.699999988079071
31,0.813261866569519,0.5
32,0.7132617235183716,0.6000000238418579
33,1.0132619142532349,0.30000001192092896
34,0.913261890411377,0.4000000059604645
35,0.9132617712020874,0.4000000059604645
36,0.7132617831230164,0.6000000238418579
37,0.813261866569519,0.5
38,0.7132617831230164,0.6000000238418579
39,0.7132617831230164,0.6000000238418579
40,0.913261890411377,0.4000000059604645
41,0.413261741399765,0.9000000357627869
42,0.5132617950439453,0.800000011920929
43,0.7132619023323059,0.6000000238418579
44,0.913261890411377,0.4000000059604645
45,0.6132618188858032,0.699999988079071
46,0.6132616996765137,0.699999988079071
47,0.6132618188858032,0.699999988079071
48,0.8132618069648743,0.5
49,0.7132617831230164,0.6000000238418579
50,0.8132618069648743,0.5
51,0.813261866569519,0.5
52,0.6132618188858032,0.699999988079071
53,1.1132619380950928,0.20000000298023224
54,1.0132619142532349,0.30000001192092896
55,0.7132617831230164,0.6000000238418579
56,0.5132617950439453,0.800000011920929
57,1.0132619142532349,0.30000001192092896
58,0.613261878490448,0.699999988079071
59,0.7132617831230164,0.6000000238418579
60,0.4132618010044098,0.9000000357627869
61,0.7132617831230164,0.6000000238418579
62,0.9132617712020874,0.4000000059604645
63,0.913261890411377,0.4000000059604645
64,0.7132619023323059,0.6000000238418579
65,0.9132617712020874,0.4000000059604645
66,0.913261890411377,0.4000000059604645
67,0.6132618188858032,0.699999988079071
68,0.413261741399765,0.9000000357627869
69,0.7132619023323059,0.6000000238418579
70,0.813261866569519,0.5
71,0.6132618188858032,0.699999988079071
72,1.0132619142532349,0.30000001192092896
73,0.5132617354393005,0.800000011920929
74,0.7132615447044373,0.6000000238418579
75,1.0132617950439453,0.30000001192092896
76,0.813261866569519,0.5
77,0.8132618069648743,0.5
78,0.913261890411377,0.4000000059604645
79,0.9132617712020874,0.4000000059604645
80,0.813261866569519,0.5
81,0.7132619023323059,0.6000000238418579
82,0.7132617831230164,0.6000000238418579
83,0.7132617831230164,0.6000000238418579
84,0.8132618069648743,0.5
85,0.8132618069648743,0.5
86,1.1132618188858032,0.20000000298023224
87,0.913261890411377,0.4000000059604645
88,0.413261741399765,0.9000000357627869
89,0.6132618188858032,0.699999988079071
90,0.8132618069648743,0.5
91,0.913261890411377,0.4000000059604645
92,0.8132618069648743,0.5
93,0.6132618188858032,0.699999988079071
94,0.7132617831230164,0.6000000238418579
95,0.9132617712020874,0.4000000059604645
96,1.0132619142532349,0.30000001192092896
97,0.5132617950439453,0.800000011920929
98,0.7132617235183716,0.6000000238418579
99,0.913261890411377,0.4000000059604645
100,0.9132617712020874,0.4000000059604645
101,0.813261866569519,0.5
102,0.813261866569519,0.5
103,0.9132617712020874,0.4000000059604645
104,0.6132618188858032,0.699999988079071
105,0.7132619023323059,0.6000000238418579
106,0.913261890411377,0.4000000059604645
107,0.8132616877555847,0.5
108,0.7132619023323059,0.6000000238418579
109,0.813261866569519,0.5
